         15773023 function calls (15684623 primitive calls) in 343.881 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      329    0.001    0.000    0.002    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:711(EncodeRepeatedField)
      685    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:86(assert_is_compatible_with)
      132    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:440(EncodePackedField)
        4    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:124(_broadcast_gradient_args)
        2    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:610(<lambda>)
        2    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:612(_RunOp)
        9    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1300(_TransposeShape)
     1024    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2359(_next_id)
     1024    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2885(<listcomp>)
      688    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:90(_Restructure)
     5389    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:100(is_ref_dtype)
        4    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:93(bias_add_shape)
      724    0.001    0.000    0.001    0.000 {built-in method __new__ of type object at 0x10022b420}
     2335    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:451(ndims)
      130    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2911(control_dependencies)
      171    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:612(convert_to_tensor_or_indexed_slices)
       72    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:74(<listcomp>)
       70    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:244(_VerifyGeneratedGradients)
       10    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:79(matmul_shape)
     1024    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:320(__delitem__)
      685    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:69(is_compatible_with)
      986    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/_weakrefset.py:70(__contains__)
     4775    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1323(outputs)
        5    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/format.py:223(dtype_to_descr)
      302    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/platform/logging.py:85(vlog)
      614    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:157(__getitem__)
        2    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:349(cast)
       33    0.001    0.000    0.001    0.000 {built-in method numpy.core.multiarray.arange}
     4727    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:230(dtype)
      150    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/type_check.py:432(asscalar)
        2    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:284(cast)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:368(_ValidateAndSliceInputs)
     1024    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2902(_record_op_seen_by_control_dependencies)
        2    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:1502(tile)
  238/110    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:206(_FilterInt)
      142    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:105(__init__)
     2048    0.001    0.000    0.001    0.000 {method 'decode' of 'bytes' objects}
      217    0.001    0.000    0.001    0.000 {method 'reshape' of 'numpy.ndarray' objects}
      281    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:797(scalar)
     2178    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1332(__init__)
      119    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:390(<listcomp>)
        2    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:882(ZerosLikeOutsideLoop)
       72    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/training_ops.py:46(_AssertInputIsScalar)
      200    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/genericpath.py:111(_splitext)
        2    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:628(zeros_like)
        5    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/tokenize.py:319(untokenize)
     3162    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1883(_check_not_finalized)
        4    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:180(conv2d_shape)
       45    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:741(as_list)
       18    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:78(opengroup)
        2    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_array_ops.py:1691(_zeros_like)
      856    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:268(FieldSize)
     3868    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:225(op)
     1096    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/util/compat.py:47(as_text)
     6284    0.001    0.000    0.001    0.000 {method 'write' of '_io.StringIO' objects}
      836    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:472(__getitem__)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:952(_mean)
       29    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/core/fromnumeric.py:128(reshape)
     4157    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1209(_id)
      321    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/constant_op.py:173(<listcomp>)
      302    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/logging/__init__.py:1330(log)
       91    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:802(vector)
      136    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/core/fromnumeric.py:354(repeat)
      319    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3128(prevent_feeding)
       61    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:221(_compile_charset)
      507    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:226(__next)
     2301    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1386(node_def)
      894    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/type_checkers.py:100(CheckValue)
     2758    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1381(graph)
      400    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/matplotlib/cbook.py:696(is_string_like)
      118    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:727(is_fully_defined)
       14    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:245(_device_function)
        4    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:432(max_pool_shape)
      229    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:153(__len__)
     1372    0.001    0.000    0.001    0.000 {method 'pop' of 'list' objects}
      862    0.000    0.000    0.001    0.000 {method 'add' of 'set' objects}
      856    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_format.py:137(_IsMapEntry)
       96    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:526(_SetGrad)
        5    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/tokenize.py:245(untokenize)
      169    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:240(name)
      136    0.001    0.000    0.001    0.000 {method 'repeat' of 'numpy.ndarray' objects}
      703    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:87(<listcomp>)
     3667    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/message_listener.py:77(Modified)
       78    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:80(<listcomp>)
     1159    0.001    0.000    0.001    0.000 {method 'startswith' of 'str' objects}
      288    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:192(PackedFieldSize)
       36    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1293(_ShapeNShape)
      150    0.001    0.000    0.001    0.000 {method 'item' of 'numpy.generic' objects}
     3492    0.001    0.000    0.001    0.000 {built-in method builtins.id}
        8    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:489(_Conv2DBackpropInputShape)
        1    0.001    0.001    0.001    0.001 {built-in method _sre.compile}
       61    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:248(_optimize_charset)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:190(softmax_cross_entropy_with_logits)
     2742    0.001    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:64(value)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:325(_VarListToDict)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:853(_softmax_cross_entropy_with_logits)
      642    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:459(_GetIntegerEnumValue)
        1    0.000    0.000    0.001    0.001 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/math_ops.py:1219(sigmoid)
      176    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/variables.py:575(_TensorConversionFunction)
       92    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:572(_AccumulatorShape)
        8    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:523(_MaxPoolGradShape)
      144    0.000    0.000    0.001    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:644(<listcomp>)
      123    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2186(as_graph_element)
      400    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1214(device)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_compile.py:412(_compile_info)
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:497(<listcomp>)
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gradients.py:495(<listcomp>)
       10    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:351(_BinaryElementwiseShape)
     1260    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/containers.py:576(__contains__)
      214    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:718(EncodeField)
       37    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:208(<listcomp>)
     1554    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1347(__getitem__)
   196/55    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:167(getwidth)
     1024    0.000    0.000    0.000    0.000 {built-in method sys.exc_info}
       57    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3137(device)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_math_ops.py:1399(_sigmoid)
       72    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:581(EncodePackedField)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/compat/py3k.py:33(asstr)
      302    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/logging/__init__.py:1515(isEnabledFor)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/gen_nn_ops.py:835(softmax)
      400    0.000    0.000    0.000    0.000 <string>:12(__new__)
        8    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/nn_ops.py:475(_Conv2DBackpropFilterShape)
       36    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1297(<listcomp>)
     2071    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3601(add_to_collections)
  375/321    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:155(_GetDenseDimensions)
      154    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:157(_MakeStr)
      188    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:420(<listcomp>)
       15    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
      114    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2718(device)
     3602    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_encoding.py:76(<lambda>)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/copy.py:67(copy)
       76    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:712(assert_is_compatible_with)
        4    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:1152(_FillShape)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:176(from_string)
  204/118    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:224(_FilterStr)
       68    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:843(_UnchangedShape)
       77    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:665(is_compatible_with)
      366    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:730(<genexpr>)
      130    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2836(__exit__)
      409    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/python_message.py:271(_IsMapField)
       10    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:339(_PackShape)
      130    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2826(__enter__)
     1303    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:258(get_shape)
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_format.py:96(getvalue)
      342    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2847(add_op)
  494/322    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:165(_FlattenToStrings)
     1068    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1960(_get_control_flow_context)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:851(MaybeCreateControlFlowState)
      447    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1335(__iter__)
       44    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1317(<listcomp>)
       30    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/logging_ops.py:83(_Collect)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:834(_PlaceholderShape)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:44(_ShapeFunction)
       96    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/control_flow_ops.py:345(_IsLoopExit)
      163    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:165(append)
       52    0.000    0.000    0.000    0.000 {method 'tostring' of 'numpy.ndarray' objects}
       70    0.000    0.000    0.000    0.000 {method 'getvalue' of '_io.StringIO' objects}
      548    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:132(as_numpy_dtype)
      358    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:242(match)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:217(merge_device)
      248    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:146(_MakeInt)
       86    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/training/saver.py:301(_IsVariable)
     1224    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:203(FieldSize)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/six-1.10.0-py3.5.egg/six.py:91(__get__)
      406    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:392(__hash__)
     1041    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/descriptor.py:118(GetOptions)
       30    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:3587(add_to_collection)
       44    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:586(<listcomp>)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/data_flow_ops.py:598(_DynamicStitchShape)
      192    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
   113/57    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:239(_FilterNotTensor)
       71    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_shape.py:173(__mul__)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:599(<listcomp>)
       35    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/array_ops.py:851(_ScalarShape)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/format.py:171(_check_version)
       28    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/device.py:90(parse_from_string)
       88    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:247(device)
      130    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2792(__init__)
        6    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:644(convert_n_to_tensor_or_indexed_slices)
       14    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/copy.py:270(_reconstruct)
       33    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/core/fromnumeric.py:1383(ravel)
      180    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        9    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/urllib/parse.py:74(clear_cache)
      270    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/internal/encoder.py:671(EncodeField)
        5    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/numpy/lib/format.py:176(magic)
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2421(add_to_collections)
      200    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      105    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/tokenize.py:232(add_whitespace)
        8    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:117(bias_add_grad_shape)
       43    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:516(unknown_shape)
      302    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/logging/__init__.py:1501(getEffectiveLevel)
     1024    0.000    0.000    0.000    0.000 {method 'reverse' of 'list' objects}
      144    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:105(as_ref)
       82    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:1176(<listcomp>)
        8    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/common_shapes.py:133(get2d_conv_output_size)
      401    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      525    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:45(_AttrValue)
      641    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/dtypes.py:265(__hash__)
       90    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2404(add_to_collection)
      165    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/sre_parse.py:276(tell)
        1    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/genericpath.py:39(isdir)
       30    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/logging_ops.py:246(_ScalarShape)
       70    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/google/protobuf/text_format.py:81(__init__)
        2    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/tensor_util.py:226(<listcomp>)
      250    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/ops/op_def_library.py:514(<genexpr>)
      522    0.000    0.000    0.000    0.000 {method 'extend' of 'collections.deque' objects}
      130    0.000    0.000    0.000    0.000 /Users/taivo/anaconda/lib/python3.5/site-packages/tensorflow/python/framework/ops.py:2856(_pop_control_dependencies_controller)
